"ntwk","wyear","state","site_name","ts","start","enddate","latitude","longitude","elev_ft","county","huc","site_id"
"SNTL","2004","OR","Epa Moose Mtn Can","","2003-October","2008-August","  44.68","-122.65","   2160","Linn","unknown ()","SNTL:1021"
"SNTL","2004","OR","Epa Moose Mtn Opn","","2003-October","2006-December","  44.68","-122.65","   2190","Linn","unknown ()","SNTL:1020"
"SNTL","2004","OR","Toketee Airstrip","","2003-October","2100-January","  43.23","-122.43","   3240","Douglas","Lower Fish Creek (171003010404)","SNTL:1044"
"SNTL","2004","UT","Farmington Lower","","2003-November","2100-January","  40.99","-111.82","   6779","Davis","Farmington Creek-Frontal Farmington Bay (160201020502)","SNTL:1054"
"SNTL","2004","WY","Little Snake River","","2004-July","2100-January","  41.07","-106.94","   8915","Carbon","North Fork Little Snake River (140500030104)","SNTL:1047"
"SNTL","2003","AK","Kachemak Creek","","2003-September","2100-January","  59.73","-150.66","   1660","Kenai Peninsula","Bradley Lake (190203011101)","SNTL:1063"
"SNTL","2003","AK","Prudhoe Bay","","2002-October","2100-January","  70.27","-148.57","     30","North Slope","190604010102 (190604010102)","SNTL:1177"
"SNTL","2003","AK","Upper Tsaina River","","2002-October","2100-January","  61.19","-145.65","   1750","Valdez-cordova","Middle Tsina River (190201040203)","SNTL:1055"
"SNTL","2003","CO","Beaver Ck Village","","2002-November","2100-January","  39.60","-106.51","   8500","Eagle","Beaver Creek-Eagle Creek (140100030301)","SNTL:1041"
"SNTL","2003","CO","Mccoy Park","","2002-October","2100-January","  39.60","-106.54","   9480","Eagle","June Creek-Eagle River (140100030302)","SNTL:1040"
"SNTL","2003","CO","Wild Basin","","2002-December","2100-January","  40.20","-105.60","   9560","Boulder","Headwaters North Saint Vrain Creek (101900050202)","SNTL:1042"
"SNTL","2003","NM","Mcknight Cabin","","2003-September","2100-January","  33.01","-107.87","   9240","Grant","Sheppard Canyon-Mimbres River (130302020103)","SNTL:1048"
"SNTL","2003","UT","Cascade Mountain","","2002-October","2100-January","  40.28","-111.61","   7774","Utah","Rock Canyon-Provo RIver (160202030505)","SNTL:1039"
"SNTL","2003","WA","MF Nooksack","","2002-October","2100-January","  48.82","-121.93","   4970","Whatcom","Clearwater Creek (171100040303)","SNTL:1011"
"SNTL","2003","WA","Sentinel Butte","","2003-August","2100-January","  48.86","-118.40","   4680","Ferry","Canada (170200020505)","SNTL:1043"
"SNTL","2003","WY","Crow Creek","","2003-August","2100-January","  41.23","-105.38","   8330","Albany","North Fork Crow Creek (101900090104)","SNTL:1045"
"SNTL","2002","AK","Moraine","","2001-October","2100-January","  61.38","-149.00","   2100","Anchorage","Eklutna Lake (190204010103)","SNTL:1035"
"SNTL","2002","CO","Arapaho Ridge","","2002-August","2100-January","  40.35","-106.38","  10960","Grand","Rabbit Ears Creek-Troublesome Creek (140100010604)","SNTL:1030"
"SNTL","2002","CO","Never Summer","","2002-September","2100-January","  40.40","-105.96","  10280","Jackson","Jack Creek (101800010401)","SNTL:1031"
"SNTL","2002","CO","Rawah","","2002-September","2100-January","  40.71","-106.01","   9020","Jackson","Middle Canadian River (101800010603)","SNTL:1032"
"SNTL","2002","CO","Zirkel","","2002-August","2100-January","  40.79","-106.60","   9340","Jackson","Middle North Fork North Platte River (101800010202)","SNTL:1033"
"SNTL","2002","ID","Long Valley","","2001-October","2100-January","  44.79","-116.09","   4890","Valley","Lake Fork Creek (170501230206)","SNTL:1016"
"SNTL","2002","ID","Schweitzer Saddle","","2002-September","2008-October","  48.37","-116.64","   6110","Bonner","Middle Fork East River-East River (170102150502)","SNTL:1038"
"SNTL","2002","NM","Sierra Blanca","","2002-September","2100-January","  33.40","-105.79","  10280","Lincoln","Upper Rio Ruidoso (130600080103)","SNTL:1034"
"SNTL","2002","NM","Vacas Locas","","2001-October","2100-January","  36.03","-106.81","   9306","Rio Arriba","Headwaters Rio de Las Vacas (130202020102)","SNTL:1017"
"SNTL","2002","OR","Epa Cascade Open","","2002-May","2008-March","  45.07","-124.50","    515","Lincoln","unknown ()","SNTL:1027"
"SNTL","2002","OR","Epa Cascade Std14","","2002-May","2006-October","  45.07","-126.50","    620","Lincoln","unknown ()","SNTL:1026"
"SNTL","2002","OR","Epa Cascade Std3","","2002-May","2007-April","  45.07","-124.50","    670","Lincoln","unknown ()","SNTL:1028"
"SNTL","2002","OR","Epa Falls Crk Can","","2002-March","2008-January","  44.65","-122.62","   1730","Linn","unknown ()","SNTL:1022"
"SNTL","2002","OR","Epa Falls Crk Opn","","2002-March","2007-February","  44.65","-122.62","   1750","Linn","unknown ()","SNTL:1023"
"SNTL","2002","OR","Epa Metolius","","2002-April","2006-October","  44.82","-122.05","   3010","Jefferson","unknown ()","SNTL:1029"
"SNTL","2002","OR","Epa Soapgrass Can","","2002-June","2006-September","  44.57","-122.48","   3900","Linn","unknown ()","SNTL:1019"
"SNTL","2002","OR","Epa Soapgrass Opn","","2002-June","2008-February","  44.57","-122.48","   3960","Linn","Lower Quartzville Creek (170900060305)","SNTL:1018"
"SNTL","2002","OR","Epa Toad Crk Can","","2002-June","2008-January","  44.70","-122.05","   3930","Linn","unknown ()","SNTL:1025"
"SNTL","2002","OR","Epa Toad Crk Opn","","2002-June","2008-May","  44.70","-122.05","   3940","Linn","unknown ()","SNTL:1024"
"SNTL","2002","UT","Temple Fork","","2001-November","2100-January","  41.79","-111.55","   7406","Cache","Temple Fork (160102030303)","SNTL:1013"
"SNTL","2002","WA","Swift Creek","","2001-October","2100-January","  46.16","-122.18","   4440","Skamania","Swift Creek (170800020304)","SNTL:1012"
"SNTL","2002","WY","Sage Creek Basin","","2001-October","2100-January","  41.40","-107.26","   7850","Carbon","Upper Sage Creek (101800020901)","SNTL:1015"
"SNTL","2001","AK","Johnsons Camp","","2000-October","2100-January","  64.56","-164.29","     25","Nome","Pine Creek (190501042003)","SNTL:1036"
"SNTL","2001","CO","Middle Fork Camp","","2001-September","2100-January","  39.80","-106.03","   8940","Grand","Headwaters Williams Fork (140100010402)","SNTL:1014"
"SNTL","2001","ID","Moscow Mountain","","2000-October","2100-January","  46.81","-116.85","   4700","Latah","Little Bear Creek (170603061002)","SNTL:989"
"SNTL","2001","ID","Smiley Mountain","","2001-September","2100-January","  43.73","-113.83","   9520","Custer","Lower Star Hope Creek (170402180102)","SNTL:926"
"SNTL","2001","ID","Van Wyck","","2000-October","2100-January","  44.38","-116.34","   4920","Washington","Lower North Crane Creek (170501240902)","SNTL:979"
"SNTL","2001","NV","Lewis Peak","","2000-October","2100-January","  40.36","-116.86","   7400","Lander","Trout Creek (160401070903)","SNTL:1006"
"SNTL","2001","OR","Crazyman Flat","","2001-September","2100-January","  42.64","-120.95","   6180","Klamath","Paradise Creek (180102020101)","SNTL:1010"
"SNTL","2001","OR","Usfs Nanny Creek","","2000-October","2003-October","  45.43","-121.92","   2800","Clackamas","unknown ()","SNTL:1007"
"SNTL","2001","UT","Clayton Springs","","2000-October","2100-January","  37.97","-111.83","  10049","Garfield","Coyote Hollow-Antimony Creek (160300020501)","SNTL:983"
"SNTL","2001","WA","Beaver Pass","","2000-October","2100-January","  48.88","-121.26","   3630","Whatcom","McNaught Creek-Skagit River (171100050305)","SNTL:990"
"SNTL","2001","WA","Hozomeen Camp","","2000-October","2100-January","  48.98","-121.08","   1690","Whatcom","Klesilkwa River (171100050302)","SNTL:991"
"SNTL","2000","AK","Pargon Creek","","1999-October","2100-January","  64.99","-163.10","    100","Nome","Slate Creek-Fish River (190501040905)","SNTL:986"
"SNTL","2000","AK","Port Graham","","1999-October","2100-January","  59.35","-151.85","    300","Kenai Peninsula","190203011207 (190203011207)","SNTL:987"
"SNTL","2000","CA","Crowder Flat","","1999-October","2100-January","  41.89","-120.75","   5170","Modoc","Mosquito Creek-Willow Creek (180102040103)","SNTL:977"
"SNTL","2000","CO","Ute Creek","","2000-August","2100-January","  37.61","-105.37","  10650","Costilla","East Fork Ute Creek (130100020604)","SNTL:1005"
"SNTL","2000","ID","Hidden Lake","","2000-September","2100-January","  48.89","-116.76","   5040","Boundary","Cow Creek (170101040502)","SNTL:988"
"SNTL","2000","MT","Burnt Mtn","","2000-September","2100-January","  45.24","-109.46","   5880","Carbon","West Red Lodge Creek (100700061001)","SNTL:981"
"SNTL","2000","OR","Annie Springs","","2000-September","2100-January","  42.87","-122.17","   6010","Klamath","Upper Annie Creek (180102030101)","SNTL:1000"
"SNTL","2000","OR","Epa_juniper","","2000-April","2008-August","  44.25","-121.47","   3120","Deschutes","unknown ()","SNTL:976"
"SNTL","2000","UT","Louis Meadow","","1999-October","2100-January","  40.83","-111.76","   6700","Salt Lake","City Creek (160202040304)","SNTL:972"
"SNTL","2000","UT","Parrish Creek","","1999-October","2100-January","  40.93","-111.81","   7740","Davis","Holbrook Creek-Frontal Farmington Bay (160201020501)","SNTL:971"
"SNTL","2000","WA","Epa Quinault Can","","2000-August","2006-January","  46.48","-123.97","    300","Grays Harbor","unknown ()","SNTL:995"
"SNTL","2000","WA","Epa Quinault Open","","2000-August","2007-May","  46.48","-123.97","    300","Grays Harbor","unknown ()","SNTL:994"
"SNTL","2000","WA","Epa Waterhole Can","","2000-September","2005-January","  48.57","-123.70","   5000","Clallam","unknown ()","SNTL:1004"
"SNTL","2000","WA","NWA Heather Mdws","","2000-September","2003-October","  48.85","-121.67","   4160","Whatcom","unknown ()","SNTL:996"
"SNTL","2000","WA","Sourdough Gulch","","2000-July","2100-January","  46.24","-117.39","   4000","Asotin","Lick Creek (170601030202)","SNTL:985"
"SNTL","2000","WA","Spruce Springs","","2000-July","2100-January","  46.18","-117.54","   5700","Garfield","North Fork Asotin Creek (170601030201)","SNTL:984"
"SNTL","2000","WA","Swamp Creek","","1999-October","2100-January","  48.57","-120.78","   3930","Skagit","Canada (171100050203)","SNTL:975"
"SNTL","2000","WY","Cole Canyon","","2000-June","2100-January","  44.49","-104.41","   5910","Crook","South Redwater Creek (101202030102)","SNTL:982"
"SNTL","1999","AK","Rocky Point","","1999-September","2100-January","  64.53","-163.42","    250","Nome","Golovnin Lagoon-Frontal Golovnin Bay (190501041103)","SNTL:973"
"SNTL","1999","AZ","Happy Jack","","1999-June","2100-January","  34.75","-111.41","   7630","Coconino","Brady Canyon (150602020604)","SNTL:969"
"SNTL","1999","CO","Jones Pass","","1999-September","2100-January","  39.76","-105.91","  10400","Grand","Headwaters Williams Fork (140100010402)","SNTL:970"
"SNTL","1999","ID","Bogus Basin","","1999-September","2100-January","  43.76","-116.10","   6340","Boise","Cottonwood Creek-Shafer Creek (170501220201)","SNTL:978"
"SNTL","1999","ID","Reynolds Creek","","1999-August","2100-January","  43.29","-116.85","   5600","Owyhee","Lower Reynolds Creek (170501030604)","SNTL:2029"
"SNTL","1999","MT","Sacajawea","","1999-September","2100-January","  45.87","-110.93","   6550","Gallatin","Upper Brackett Creek (100700030403)","SNTL:929"
"SNTL","1999","OR","Gerber Reservoir","","1998-October","2100-January","  42.21","-121.13","   4890","Klamath","Gerber Reservoir (180102040508)","SNTL:945"
"SNTL","1999","WA","Burnt Mountain","","1999-July","2100-January","  47.04","-121.94","   4170","Pierce","Wilkeson Creek (171100140103)","SNTL:942"
"SNTL","1999","WA","Dungeness","","1998-October","2100-January","  47.87","-123.08","   4010","Clallam","Headwaters Dungeness River (171100200301)","SNTL:943"
"SNTL","1999","WA","Waterhole","","1999-September","2100-January","  47.94","-123.43","   5010","Clallam","Lillian Creek (171100200506)","SNTL:974"
"SNTL","1999","WY","Cinnabar Park","","1999-June","2100-January","  41.24","-106.23","   9574","Albany","Headwaters Little Laramie River (101800100601)","SNTL:1046"
"SNTL","1998","AK","Eagle Summit","","1997-October","2100-January","  65.49","-145.41","   3650","Yukon-koyukuk","Porcupine Creek (190404020801)","SNTL:960"
"SNTL","1998","AK","Independence Mine","","1997-October","2100-January","  61.79","-149.28","   3550","Matanuska-susitna","Cow Lake-Fish Creek (190205051302)","SNTL:1091"
"SNTL","1998","CO","Buckskin Joe","","1998-August","2100-January","  39.30","-106.11","  11150","Park","Headwaters Middle Fork South Platte River (101900010102)","SNTL:938"
"SNTL","1998","CO","Echo Lake","","1998-August","2100-January","  39.66","-105.59","  10600","Clear Creek","Vance Creek (101900020801)","SNTL:936"
"SNTL","1998","CO","Jackwhacker Gulch","","1998-August","2100-January","  39.57","-105.80","  10960","Clear Creek","Geneva Creek (101900020201)","SNTL:935"
"SNTL","1998","CO","Lost Dog","","1998-August","2100-January","  40.82","-106.75","   9320","Routt","Outlet North Fork Elk Creek (140500010203)","SNTL:940"
"SNTL","1998","CO","Michigan Creek","","1998-August","2100-January","  39.44","-105.91","  10600","Park","Michigan Creek (101900010404)","SNTL:937"
"SNTL","1998","CO","Rough And Tumble","","1998-August","2100-January","  39.03","-106.08","  10360","Park","Headwaters South Fork South Platte River (101900010202)","SNTL:939"
"SNTL","1998","NM","Rice Park","","1998-August","2100-January","  35.23","-108.27","   8460","Valencia","Sawyer Creek (130202070203)","SNTL:933"
"SNTL","1998","NM","Tolby","","1998-August","2100-January","  36.47","-105.19","  10180","Colfax","Ute Creek-Cimarron River (110800020107)","SNTL:934"
"SNTL","1998","WA","Huckleberry Creek","","1997-October","2100-January","  47.07","-121.59","   2250","Pierce","Silver Creek-White River (171100140307)","SNTL:928"
"SNTL","1998","WA","Mowich","","1998-September","2100-January","  46.93","-121.95","   3160","Pierce","Voight Creek (171100140105)","SNTL:941"
"SNTL","1998","WY","Big Goose","","1998-July","2100-January","  44.58","-107.20","   7990","Sheridan","Lower East Fork Big Goose Creek (100901010202)","SNTL:931"
"SNTL","1998","WY","Gunsight Pass","","1998-September","2100-January","  43.38","-109.88","   9820","Sublette","Middle South Fork Fish Creek (170401020102)","SNTL:944"
"SNTL","1997","AK","Gobblers Knob","","1996-October","2100-January","  66.75","-150.67","   2030","Yukon-koyukuk","Outlet Prospect Creek (190406020403)","SNTL:962"
"SNTL","1997","AZ","Snowslide Canyon","","1997-September","2100-January","  35.34","-111.65","   9730","Coconino","Bear Jaw Canyon (150200160201)","SNTL:927"
"SNTL","1997","NM","Elk Cabin","","1996-October","2100-January","  35.70","-105.81","   8210","Santa Fe","Headwaters Santa Fe River (130202010102)","SNTL:921"
"SNTL","1997","NM","Santa Fe","","1996-October","2100-January","  35.77","-105.78","  11445","Santa Fe","Headwaters Santa Fe River (130202010102)","SNTL:922"
"SNTL","1997","OR","South Fork Bull Run","","1997-September","2100-January","  45.45","-122.03","   2690","Clackamas","South Fork Bull Run River (170800010504)","SNTL:925"
"SNTL","1997","WY","Deer Park","","1997-August","2100-January","  42.59","-108.90","   9700","Fremont","Headwaters Little Popo Agie River (100800030101)","SNTL:923"
"SNTL","1996","CO","Medano Pass","","1995-October","2100-January","  37.85","-105.44","   9649","Saguache","Medano Creek (130100030604)","SNTL:914"
"SNTL","1996","MT","Albro Lake","","1996-September","2100-January","  45.60","-111.96","   8300","Madison","South Willow Creek (100200050701)","SNTL:916"
"SNTL","1996","SD","North Rapid Creek","","1996-August","2100-January","  44.21","-103.79","   6130","Lawrence","North Fork Rapid Creek (101201100101)","SNTL:920"
"SNTL","1995","AK","Coldfoot","","1994-October","2100-January","  67.25","-150.18","   1040","Yukon-koyukuk","Slate Creek (190406010604)","SNTL:958"
"SNTL","1995","CO","Buffalo Park","","1995-September","2100-January","  40.23","-106.60","   9240","Grand","Red Dirt Creek (140100010706)","SNTL:913"
"SNTL","1995","ID","Schwartz Lake","","1995-September","2100-January","  44.85","-113.84","   8540","Lemhi","Basin Creek (170602040604)","SNTL:915"
"SNTL","1995","UT","Agua Canyon","","1994-October","2100-January","  37.52","-112.27","   8900","Kane","East Fork Sevier River Headwaters (160300020301)","SNTL:907"
"SNTL","1995","UT","Dry Fork","","1994-October","2100-January","  40.57","-112.17","   7093","Salt Lake","Bingham Creek (160202040106)","SNTL:906"
"SNTL","1995","WA","Elbow Lake","","1995-August","2100-January","  48.69","-121.91","   3040","Whatcom","Wanlick Creek-South Fork Nooksack River (171100040401)","SNTL:910"
"SNTL","1995","WA","Rex River","","1995-August","2100-January","  47.30","-121.60","   3810","King","Rex River (171100120102)","SNTL:911"
"SNTL","1995","WA","Skookum Creek","","1995-August","2100-January","  47.68","-121.61","   3310","King","Upper South Fork Tolt River (171100100503)","SNTL:912"
"SNTL","1995","WA","Wells Creek","","1995-August","2100-January","  48.87","-121.79","   4030","Whatcom","Wells Creek (171100040103)","SNTL:909"
"SNTL","1994","AZ","Beaver Head","","1993-October","2100-January","  33.69","-109.22","   7990","Greenlee","Upper Beaver Creek (150601010107)","SNTL:902"
"SNTL","1994","CO","Columbus Basin","","1994-August","2100-January","  37.44","-108.02","  10785","La Plata","Headwaters La Plata River (140801050101)","SNTL:904"
"SNTL","1994","CO","Mancos","","1994-August","2100-January","  37.43","-108.17","  10000","Montezuma","West Mancos River (140801070102)","SNTL:905"
"SNTL","1994","MT","Stuart Mountain","","1994-July","2100-January","  47.00","-113.93","   7400","Missoula","Lower Rattlesnake Creek (170102040102)","SNTL:901"
"SNTL","1994","TC","Sheldon Old#3","","1993-October","2000-August","   0.00","   0.00","      0","Unknown","unknown ()","SNTL:894"
"SNTL","1994","UT","Hardscrabble","","1993-October","2100-January","  40.87","-111.72","   7250","Morgan","Hardscrabble Creek (160201020105)","SNTL:896"
"SNTL","1994","WA","Alpine Meadows","","1994-September","2100-January","  47.78","-121.70","   3500","King","Upper North Fork Tolt River (171100100501)","SNTL:908"
"SNTL","1994","WA","Meadows Pass","","1993-October","2100-January","  47.28","-121.47","   3230","King","Headwaters Cedar River (171100120101)","SNTL:897"
"SNTL","1994","WA","Mount Gardner","","1993-October","2100-January","  47.36","-121.57","   2920","King","Chester Morse Lake-Cedar River (171100120103)","SNTL:898"
"SNTL","1994","WA","Tinkham Creek","","1993-October","2100-January","  47.33","-121.47","   2990","King","Headwaters Cedar River (171100120101)","SNTL:899"
"SNTL","1994","WY","Tie Creek","","1994-August","2100-January","  44.81","-107.41","   6870","Sheridan","Sheep Creek-Tongue River (100901010105)","SNTL:818"
"SNTL","1993","AK","Fort Yukon","","1992-October","2100-January","  66.57","-145.25","    430","Yukon-koyukuk","Seventeen Mile Slough-Yukon River (190404030200)","SNTL:961"
"SNTL","1993","CO","Patterson Hollow #1","","1992-October","1996-March","  38.03","-103.70","   4170","Otero","Dye Reservoir (110200050705)","SNTL:685"
"SNTL","1993","ID","Chocolate Gulch","","1992-October","2100-January","  43.77","-114.42","   6440","Blaine","Eagle Creek-Big Wood River (170402190301)","SNTL:895"
"SNTL","1993","MT","Onion Park","","1992-October","2100-January","  46.91","-110.85","   7410","Meagher","Upper Tenderfoot Creek (100301030801)","SNTL:1008"
"SNTL","1993","MT","Stringer Creek","","1992-October","2100-January","  46.93","-110.90","   6550","Meagher","Upper Tenderfoot Creek (100301030801)","SNTL:1009"
"SNTL","1992","AK","Kelly Station","","1991-October","2100-January","  67.93","-162.28","    310","Northwest Arctic","190504030802-Noatak River (190504030802)","SNTL:1175"
"SNTL","1992","CO","Ivanhoe","","1991-October","2100-January","  39.29","-106.55","  10400","Pitkin","Headwaters Fryingpan River (140100040501)","SNTL:547"
"SNTL","1992","CO","Loveland Basin","","1991-October","2100-January","  39.67","-105.90","  11400","Clear Creek","Headwaters Clear Creek (101900040102)","SNTL:602"
"SNTL","1992","ID","Camas Creek Divide","","1991-October","2100-January","  43.27","-115.35","   5710","Elmore","Sheep Creek-Camas Creek (170402200101)","SNTL:382"
"SNTL","1992","MT","Brackett Creek","","1992-August","2100-January","  45.89","-110.94","   7320","Gallatin","Upper Brackett Creek (100700030403)","SNTL:365"
"SNTL","1992","WA","Moses Mtn","","1991-October","2100-January","  48.36","-119.08","   5010","Okanogan","Upper Omak Creeek (170200061903)","SNTL:644"
"SNTL","1992","WY","Grave Springs","","1991-October","2100-January","  43.47","-107.24","   8550","Natrona","Upper Buffalo Creek (100902010103)","SNTL:501"
"SNTL","1991","CA","Monitor Pass","","1990-October","2100-January","  38.67","-119.61","   8306","Alpine","Leviathan Canyon (160502010201)","SNTL:633"
"SNTL","1991","CO","South Colony","","1990-October","2100-January","  37.97","-105.54","  10800","Custer","Colony Creek-Grape Creek (110200011206)","SNTL:773"
"SNTL","1990","AK","Middle Fork Bradley","","1989-October","2100-January","  59.78","-150.76","   2300","Kenai Peninsula","Bradley River (190203011102)","SNTL:1064"
"SNTL","1990","AK","Moore Creek Bridge","","1989-October","2100-January","  59.59","-135.21","   2250","Skagway","Captain William Moore Creek (190103030301)","SNTL:1176"
"SNTL","1990","AK","Nuka Glacier","","1989-October","2100-January","  59.70","-150.71","   1250","Kenai Peninsula","Bradley Lake (190203011101)","SNTL:1037"
"SNTL","1990","CA","Leavitt Lake","","1989-October","2100-January","  38.28","-119.61","   9604","Mono","Leavitt Creek-West Walker River (160503020104)","SNTL:574"
"SNTL","1990","CO","Cascade #2","","1990-September","2100-January","  37.66","-107.80","   8920","San Juan","Headwaters Cascade Creek (140801040201)","SNTL:387"
"SNTL","1990","ID","Mica Creek","","1989-October","2100-January","  47.15","-116.27","   4510","Shoshone","Mica Creek (170103040604)","SNTL:623"
"SNTL","1990","ID","Wilson Creek","","1989-October","2100-January","  42.01","-115.00","   7120","Twin Falls","Upper Wilson Creek (170402130202)","SNTL:871"
"SNTL","1990","SD","Blind Park","","1989-October","2100-January","  44.11","-103.98","   6890","Pennington","Upper Castle Creek (101201100104)","SNTL:354"
"SNTL","1990","SD","Maitland Draw","","1990-June","1996-October","  44.12","-103.80","   5900","Pennington","South Fork Rapid Creek (101201100102)","SNTL:611"
"SNTL","1990","WA","Lost Horse","","1989-October","2100-January","  46.36","-121.08","   5120","Yakima","Upper Simcoe Creek (170300030302)","SNTL:599"
"SNTL","1990","WA","Mount Crag","","1989-October","2100-January","  47.76","-123.03","   3960","Jefferson","Tunnel Creek (171100180601)","SNTL:648"
"SNTL","1990","WY","Snake River Station","","1989-October","2100-January","  44.13","-110.67","   6920","Teton","Sheffield Creek-Snake River (170401010301)","SNTL:764"
"SNTL","1989","AK","Grouse Creek Divide","","1988-October","2100-January","  60.26","-149.34","    700","Kenai Peninsula","South Fork Snow River (190203020902)","SNTL:964"
"SNTL","1989","AK","Summit Creek","","1988-October","2100-January","  60.62","-149.53","   1400","Kenai Peninsula","Headwaters Canyon Creek (190203020401)","SNTL:955"
"SNTL","1989","CO","Overland Res.","","1988-October","2100-January","  39.09","-107.63","   9840","Delta","Cow Creek (140200040101)","SNTL:675"
"SNTL","1989","CO","Trinchera","","1988-October","2100-January","  37.35","-105.23","  10860","Costilla","North Fork Trinchera Creek (130100020601)","SNTL:829"
"SNTL","1989","ID","Pine Creek Pass","","1988-October","2100-January","  43.57","-111.21","   6720","Teton","Warm Creek (170402040104)","SNTL:695"
"SNTL","1989","ID","Sedgwick Peak","","1988-October","2100-January","  42.52","-111.96","   7850","Bannock","Dempsey Creek (170402080209)","SNTL:741"
"SNTL","1989","MT","Bisson Creek","","1988-October","2100-January","  47.68","-114.00","   4920","Lake","Mud Creek (170102120602)","SNTL:346"
"SNTL","1989","MT","Lone Mountain","","1988-October","2100-January","  45.27","-111.43","   8880","Madison","South Fork West Fork Gallatin River (100200080201)","SNTL:590"
"SNTL","1989","MT","Sleeping Woman","","1988-October","2100-January","  47.18","-114.33","   6150","Sanders","East Fork Valley Creek (170102120708)","SNTL:783"
"SNTL","1989","NM","Wesner Springs","","1988-October","2100-January","  35.78","-105.54","  11120","San Miguel","Porvenir Canyon-Gallinas Creek (130600010802)","SNTL:854"
"SNTL","1989","UT","Deseret Peak","","1988-October","1999-October","  40.47","-112.62","   9250","Tooele","South Willow Creek-Frontal Great Salt Lake (160203040503)","SNTL:441"
"SNTL","1989","UT","Mill-D North","","1988-October","2100-January","  40.66","-111.64","   8963","Salt Lake","Headwaters Big Cottonwood Canyon (160202040201)","SNTL:628"
"SNTL","1989","UT","Snowbird","","1989-August","2100-January","  40.56","-111.66","   9617","Salt Lake","Headwaters Little Cottonwood Canyon (160202040202)","SNTL:766"
"SNTL","1988","MT","Tizer Basin","","1987-October","2100-January","  46.35","-111.85","   6880","Jefferson","Headwaters Crow Creek (100301010701)","SNTL:893"
"SNTL","1988","UT","Lookout Peak","","1988-June","2100-January","  40.84","-111.71","   8161","Salt Lake","Parleys Creek (160202040302)","SNTL:596"
"SNTL","1988","UT","Mining Fork","","1988-September","2100-January","  40.49","-112.61","   8295","Tooele","South Willow Creek-Frontal Great Salt Lake (160203040503)","SNTL:631"
"SNTL","1988","UT","Thaynes Canyon","","1988-June","2100-January","  40.62","-111.53","   9230","Summit","Kimball Creek (160201020101)","SNTL:814"
"SNTL","1988","WA","Miners Ridge","","1988-September","2010-August","  48.20","-120.96","   6110","Snohomish","Miners Creek-Suiattle River (171100060202)","SNTL:630"
"SNTL","1988","WY","Granite Creek","","1987-October","2100-January","  43.34","-110.43","   6770","Teton","Lower Granite Creek (170401030405)","SNTL:497"
"SNTL","1987","AK","Rhoads Creek","","1986-October","2017-February","  63.93","-145.33","   1225","Southeast Fairbanks","Rhoads Creek (190405031805)","SNTL:1178"
"SNTL","1987","AK","Susitna Valley High","","1986-October","2100-January","  62.13","-150.04","    375","Matanuska-susitna","Little Montana Creek-Montana Creek (190205050105)","SNTL:967"
"SNTL","1987","WA","Thunder Basin","","1987-September","2100-January","  48.53","-120.99","   4320","Skagit","Castle Fork (171100050402)","SNTL:817"
"SNTL","1987","WY","Sylvan Road","","1986-October","2100-January","  44.48","-110.04","   7120","Park","Middle Creek (100800120104)","SNTL:807"
"SNTL","1987","WY","Thumb Divide","","1987-September","2100-January","  44.37","-110.58","   7980","Teton","Big Thumb Creek-Yellowstone Lake (100700010401)","SNTL:816"
"SNTL","1986","AK","Granite Crk","","1985-November","2100-January","  63.94","-145.40","   1240","Southeast Fairbanks","Granite Creek (190405031806)","SNTL:963"
"SNTL","1986","AK","Mcneil Canyon","","1985-October","2100-January","  59.74","-151.25","   1320","Kenai Peninsula","Swift Creek-Frontal Kachemak Bay (190203010806)","SNTL:1003"
"SNTL","1986","CO","Columbine Pass","","1985-October","2100-January","  38.42","-108.38","   9400","Montrose","Potter Creek (140200050202)","SNTL:409"
"SNTL","1986","CO","Crosho","","1985-October","2100-January","  40.17","-107.06","   9100","Rio Blanco","Outlet Hunt Creek (140500010106)","SNTL:426"
"SNTL","1986","CO","El Diente Peak","","1985-October","2100-January","  37.79","-108.02","  10000","Dolores","Cayton Valley-Dolores River (140300020202)","SNTL:465"
"SNTL","1986","CO","Mesa Lakes","","1985-October","2100-January","  39.06","-108.06","  10000","Mesa","Coon Creek (140100051307)","SNTL:622"
"SNTL","1986","CO","Molas Lake","","1985-October","2100-January","  37.75","-107.69","  10500","San Juan","Tenmile Creek-Animas River (140801040302)","SNTL:632"
"SNTL","1986","CO","Nast Lake","","1985-October","2100-January","  39.30","-106.61","   8700","Pitkin","Deeds Creek-Fryingpan River (140100040504)","SNTL:658"
"SNTL","1986","CO","Rabbit Ears","","1985-October","2100-January","  40.37","-106.74","   9400","Routt","Harrison Creek (140500010402)","SNTL:709"
"SNTL","1986","CO","Ripple Creek","","1985-October","2100-January","  40.11","-107.29","  10340","Rio Blanco","Snell Creek-North Fork White River (140500050102)","SNTL:717"
"SNTL","1986","CO","Scotch Creek","","1985-October","2100-January","  37.65","-108.01","   9100","Dolores","Scotch Creek-Dolores River (140300020204)","SNTL:739"
"SNTL","1986","CO","Spud Mountain","","1985-October","2100-January","  37.70","-107.78","  10660","San Juan","Lime Creek (140801040202)","SNTL:780"
"SNTL","1986","CO","Stillwater Creek","","1985-October","2100-January","  40.23","-105.92","   8720","Grand","Stillwater Creek (140100010306)","SNTL:793"
